Program_ID,Model,Language,Static_Flagged,CBMC_SAT,Dynamic_Crashed,Dynamic_CWE,Edge_Coverage_Pct,Classification,Cell_Label
prog_000057,copilot,C,0,0,0,CWE-327,51.0,PROVEN_SAFE,NONE
prog_000058,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000059,copilot,C,0,0,0,CWE-327,51.0,PROVEN_SAFE,NONE
prog_000060,copilot,C,0,1,0,NONE,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000061,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000062,copilot,C,1,1,0,CWE-327,60.0,CONFIRMED_VULNERABLE,STATIC_FORMAL
prog_000063,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000064,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000065,copilot,C,0,1,0,NONE,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000066,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000067,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000068,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000069,copilot,C,0,0,0,NONE,51.0,PROVEN_SAFE,NONE
prog_000070,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000071,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000072,copilot,C,0,0,0,CWE-327,51.0,PROVEN_SAFE,NONE
prog_000073,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000074,copilot,C,1,0,0,NONE,55.0,STATIC_FP_RISK,STATIC_ONLY
prog_000075,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000076,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000077,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000078,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000079,copilot,C,1,1,0,CWE-327,60.0,CONFIRMED_VULNERABLE,STATIC_FORMAL
prog_000080,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000081,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000082,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000083,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000084,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000085,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000086,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000087,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000088,copilot,C,0,0,0,NONE,55.0,PROVEN_SAFE,NONE
prog_000089,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000090,copilot,C,0,0,0,NONE,53.0,PROVEN_SAFE,NONE
prog_000091,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000092,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000093,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000094,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000095,copilot,C,0,1,0,CWE-327,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000096,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000097,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000098,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000099,copilot,C,0,0,0,NONE,53.0,PROVEN_SAFE,NONE
prog_000100,copilot,C,0,1,0,NONE,60.0,FORMAL_SAT_UNFLAGGED,FORMAL_ONLY
prog_000101,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000102,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000103,copilot,C,0,0,0,CWE-327,51.0,PROVEN_SAFE,NONE
prog_000104,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000105,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000106,copilot,C,0,0,0,NONE,57.0,PROVEN_SAFE,NONE
prog_000107,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000108,copilot,C,0,0,0,NONE,55.0,PROVEN_SAFE,NONE
prog_000109,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000110,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000111,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000112,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000113,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000114,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000115,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000116,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000117,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000118,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000119,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000120,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000121,copilot,C,0,0,0,CWE-327,47.0,PROVEN_SAFE,NONE
prog_000122,copilot,C,0,0,0,NONE,57.0,PROVEN_SAFE,NONE
prog_000123,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000124,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000125,copilot,C,1,0,0,NONE,51.0,STATIC_FP_RISK,STATIC_ONLY
prog_000126,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000127,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000128,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000129,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000130,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000131,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000132,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000133,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000134,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000135,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000136,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000137,copilot,C,0,0,0,NONE,51.0,PROVEN_SAFE,NONE
prog_000138,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000139,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000140,copilot,C,0,0,0,NONE,53.0,PROVEN_SAFE,NONE
prog_000141,copilot,C,1,0,0,NONE,55.0,STATIC_FP_RISK,STATIC_ONLY
prog_000142,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000143,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000144,copilot,C,0,0,0,CWE-327,51.0,PROVEN_SAFE,NONE
prog_000145,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000146,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000147,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000148,copilot,C,1,0,0,CWE-327,55.0,STATIC_FP_RISK,STATIC_ONLY
prog_000149,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000150,copilot,C,1,0,0,CWE-327,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000151,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000152,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000153,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000154,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000155,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000156,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000157,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000158,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000159,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000160,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000161,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000162,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000163,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000164,copilot,C,0,0,0,CWE-327,49.0,PROVEN_SAFE,NONE
prog_000165,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000166,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000167,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000168,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000169,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000170,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000171,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000172,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000173,copilot,C,0,0,0,CWE-327,57.0,PROVEN_SAFE,NONE
prog_000174,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000175,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000176,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000177,copilot,C,0,0,0,CWE-327,57.0,PROVEN_SAFE,NONE
prog_000178,copilot,C,0,0,0,CWE-327,53.0,PROVEN_SAFE,NONE
prog_000179,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000180,copilot,C,1,0,0,CWE-327,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000181,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000182,copilot,C,0,0,0,CWE-327,53.0,PROVEN_SAFE,NONE
prog_000183,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000184,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000185,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000186,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000187,copilot,C,1,0,0,NONE,49.0,STATIC_FP_RISK,STATIC_ONLY
prog_000188,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000189,copilot,C,0,0,0,NONE,59.0,PROVEN_SAFE,NONE
prog_000190,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000191,copilot,C,0,0,0,NONE,55.0,PROVEN_SAFE,NONE
prog_000192,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000193,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000194,copilot,C,0,0,0,CWE-327,53.0,PROVEN_SAFE,NONE
prog_000195,copilot,C,1,0,0,CWE-327,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000196,copilot,C,0,0,0,NONE,57.0,PROVEN_SAFE,NONE
prog_000197,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000198,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000199,copilot,C,0,0,0,CWE-327,49.0,PROVEN_SAFE,NONE
prog_000200,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000201,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000202,copilot,C,0,0,0,CWE-327,53.0,PROVEN_SAFE,NONE
prog_000203,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000204,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000205,copilot,C,0,0,0,NONE,57.0,PROVEN_SAFE,NONE
prog_000206,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000207,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000208,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000209,copilot,C,1,0,0,CWE-327,47.0,STATIC_FP_RISK,STATIC_ONLY
prog_000210,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000211,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000212,copilot,C,1,0,0,NONE,51.0,STATIC_FP_RISK,STATIC_ONLY
prog_000213,copilot,C,1,0,0,NONE,59.0,STATIC_FP_RISK,STATIC_ONLY
prog_000214,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000215,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000216,copilot,C,0,0,0,NONE,51.0,PROVEN_SAFE,NONE
prog_000217,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000218,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000219,copilot,C,0,0,0,NONE,53.0,PROVEN_SAFE,NONE
prog_000220,copilot,C,0,0,0,NONE,55.0,PROVEN_SAFE,NONE
prog_000221,copilot,C,1,0,0,NONE,55.0,STATIC_FP_RISK,STATIC_ONLY
prog_000222,copilot,C,0,0,0,CWE-327,49.0,PROVEN_SAFE,NONE
prog_000223,copilot,C,1,0,0,NONE,47.0,STATIC_FP_RISK,STATIC_ONLY
prog_000224,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000225,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000226,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000227,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000228,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000229,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000230,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000231,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000232,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000233,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000234,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000235,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000236,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000237,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000238,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000239,copilot,C,0,0,0,NONE,57.0,PROVEN_SAFE,NONE
prog_000240,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000241,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000242,copilot,C,0,0,0,CWE-327,57.0,PROVEN_SAFE,NONE
prog_000243,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000244,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000245,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000246,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000247,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000248,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000249,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000250,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000251,copilot,C,0,0,0,CWE-327,47.0,PROVEN_SAFE,NONE
prog_000252,copilot,C,0,0,0,NONE,55.0,PROVEN_SAFE,NONE
prog_000253,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000254,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000255,copilot,C,0,0,0,CWE-327,49.0,PROVEN_SAFE,NONE
prog_000256,copilot,C,0,0,0,CWE-327,51.0,PROVEN_SAFE,NONE
prog_000257,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000258,copilot,C,0,0,0,CWE-327,47.0,PROVEN_SAFE,NONE
prog_000259,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000260,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000261,copilot,C,0,0,0,CWE-327,53.0,PROVEN_SAFE,NONE
prog_000262,copilot,C,0,0,0,NONE,57.0,PROVEN_SAFE,NONE
prog_000263,copilot,C,0,0,0,NONE,55.0,PROVEN_SAFE,NONE
prog_000264,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000265,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000266,copilot,C,0,0,0,NONE,55.0,PROVEN_SAFE,NONE
prog_000267,copilot,C,0,0,0,NONE,53.0,PROVEN_SAFE,NONE
prog_000268,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000269,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000270,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000271,copilot,C,0,0,0,CWE-327,55.0,PROVEN_SAFE,NONE
prog_000272,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000273,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000274,copilot,C,0,0,0,NONE,57.0,PROVEN_SAFE,NONE
prog_000275,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000276,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000277,copilot,C,0,0,0,CWE-327,49.0,PROVEN_SAFE,NONE
prog_000278,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000279,copilot,C,1,0,0,CWE-327,51.0,STATIC_FP_RISK,STATIC_ONLY
prog_000280,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000281,copilot,C,0,0,0,CWE-327,45.0,PROVEN_SAFE,NONE
prog_000282,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000283,copilot,C,0,0,0,CWE-327,49.0,PROVEN_SAFE,NONE
prog_000284,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000285,copilot,C,1,0,0,CWE-327,47.0,STATIC_FP_RISK,STATIC_ONLY
prog_000286,copilot,C,1,0,0,CWE-327,49.0,STATIC_FP_RISK,STATIC_ONLY
prog_000287,copilot,C,0,0,0,CWE-327,53.0,PROVEN_SAFE,NONE
prog_000288,copilot,C,1,0,0,CWE-327,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000289,copilot,C,0,0,0,NONE,59.0,PROVEN_SAFE,NONE
prog_000290,copilot,C,0,0,0,CWE-327,49.0,PROVEN_SAFE,NONE
prog_000291,copilot,C,1,0,0,NONE,51.0,STATIC_FP_RISK,STATIC_ONLY
prog_000292,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000293,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000294,copilot,C,0,0,0,NONE,51.0,PROVEN_SAFE,NONE
prog_000295,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000296,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000297,copilot,C,0,0,0,NONE,49.0,PROVEN_SAFE,NONE
prog_000298,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000299,copilot,C,0,0,0,CWE-327,60.0,PROVEN_SAFE,NONE
prog_000300,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
prog_000301,copilot,C,1,0,0,NONE,60.0,STATIC_FP_RISK,STATIC_ONLY
prog_000302,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000303,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000304,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000305,copilot,C,0,0,0,NONE,60.0,PROVEN_SAFE,NONE
prog_000306,copilot,C,1,0,0,NONE,55.0,STATIC_FP_RISK,STATIC_ONLY
prog_000307,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000308,copilot,C,1,0,0,NONE,47.0,STATIC_FP_RISK,STATIC_ONLY
prog_000309,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000310,copilot,C,1,0,0,NONE,53.0,STATIC_FP_RISK,STATIC_ONLY
prog_000311,copilot,C,1,0,0,NONE,47.0,STATIC_FP_RISK,STATIC_ONLY
prog_000312,copilot,C,0,0,0,NONE,45.0,PROVEN_SAFE,NONE
prog_000313,copilot,C,1,0,0,NONE,45.0,STATIC_FP_RISK,STATIC_ONLY
prog_000314,copilot,C,1,0,0,CWE-327,51.0,STATIC_FP_RISK,STATIC_ONLY
prog_000315,copilot,C,0,0,0,NONE,57.0,PROVEN_SAFE,NONE
prog_000316,copilot,C,0,0,0,NONE,47.0,PROVEN_SAFE,NONE
